category,bank_slug,subject,course_semester,unit,unit_title,topic,question,option_a,option_b,option_c,option_d,correct_answer,marks,difficulty,bloom_level,co_mapping,tags
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,1,Introduction to Android,Android Architecture,The Android application framework mainly provides:,High-level services and APIs used by applications,Only hardware manufacturing tools,Only spreadsheet functions,A replacement for all app code,A,1,Medium,Understand,CO1,"preloaded,mobile-application-development,unit-1,paper-set-b,android-architecture"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,1,Introduction to Android,Android SDK,Which Android SDK utility is used to install or update SDK platforms and build tools?,SDK Manager,Text Editor only,Device Gallery,Log Archive Manager,A,1,Easy,Remember,CO1,"preloaded,mobile-application-development,unit-1,paper-set-b,android-sdk"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,1,Introduction to Android,Android Virtual Device,Which tool is used to create and manage virtual Android device configurations?,AVD Manager / Device Manager,SQLite Browser only,Manifest Viewer,Resource Compiler only,A,1,Easy,Remember,CO1,"preloaded,mobile-application-development,unit-1,paper-set-b,android-virtual-device"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,1,Introduction to Android,Emulator,A major advantage of using an emulator is that it allows a developer to:,Test an app without requiring a physical Android device,Run only iOS applications,Avoid compiling the project,Remove the Android SDK,A,1,Medium,Understand,CO1,"preloaded,mobile-application-development,unit-1,paper-set-b,emulator"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,1,Introduction to Android,Dalvik Virtual Machine,Dalvik was designed with mobile devices in mind primarily to:,Run applications efficiently under constrained device resources,Replace all Android layouts with web pages,Store only images,Act as a network router,A,1,Medium,Understand,CO1,"preloaded,mobile-application-development,unit-1,paper-set-b,dalvik-virtual-machine"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,1,Introduction to Android,JVM vs DVM,Android Dalvik commonly executes code packaged in which optimized format?,.dex,Only .docx,.html only,.psd,A,1,Hard,Analyze,CO1,"preloaded,mobile-application-development,unit-1,paper-set-b,jvm-vs-dvm"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,1,Introduction to Android,Android Studio Installation,Which combination best describes a normal Android development setup?,Android Studio plus the Android SDK,A browser plus a media player,Only a text file,Only an emulator without SDK components,A,1,Easy,Remember,CO1,"preloaded,mobile-application-development,unit-1,paper-set-b,android-studio-installation"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,1,Introduction to Android,Project Structure,Why is understanding Android project structure important?,"It helps locate source code, resources and build configuration",It removes the need to write any code,It guarantees Internet connectivity,It replaces the application lifecycle,A,1,Medium,Understand,CO1,"preloaded,mobile-application-development,unit-1,paper-set-b,project-structure"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,1,Introduction to Android,Running Applications,What is the most appropriate sequence for testing a newly created Android app?,"Build the project, choose a device/emulator, then run the app","Delete the SDK, then open the layout",Disconnect all devices and remove resources,Create a database before creating the project,A,1,Hard,Apply,CO1,"preloaded,mobile-application-development,unit-1,paper-set-b,running-applications"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Activities,An Android Activity is best described as:,A component that usually represents a screen with which the user interacts,A database table,A build configuration file,A hardware driver,A,1,Easy,Remember,CO2,"preloaded,mobile-application-development,unit-2,paper-set-a,activities"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Services,An Android Service is primarily intended for:,Background work without a direct user interface,Displaying only one button,Defining a RelativeLayout,Creating an AVD,A,1,Easy,Remember,CO2,"preloaded,mobile-application-development,unit-2,paper-set-a,services"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Intents,What is the primary purpose of an Intent in Android?,To request an action from another component,To store images permanently,To create SQL tables automatically,To replace permissions,A,1,Easy,Remember,CO2,"preloaded,mobile-application-development,unit-2,paper-set-a,intents"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Broadcasting Intents,A broadcast Intent is mainly used to:,Announce an event that interested components can receive,Draw a user interface layout,Create a local database,Compile Java bytecode,A,1,Medium,Understand,CO2,"preloaded,mobile-application-development,unit-2,paper-set-a,broadcasting-intents"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Intent Filter,What does an Intent Filter specify?,The kinds of intents a component is willing to handle,The screen brightness,The SQLite schema,The emulator RAM only,A,1,Medium,Understand,CO2,"preloaded,mobile-application-development,unit-2,paper-set-a,intent-filter"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Permissions,Why are permissions declared for an Android application?,To request controlled access to protected device features or data,To select a font size,To create Java classes,To rename an Activity,A,1,Medium,Understand,CO2,"preloaded,mobile-application-development,unit-2,paper-set-a,permissions"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Linear Layout,How does a LinearLayout arrange its child views?,In a single row or column,Only in overlapping layers,Randomly on every run,Only in a circular pattern,A,1,Easy,Remember,CO2,"preloaded,mobile-application-development,unit-2,paper-set-a,linear-layout"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Relative Layout,RelativeLayout positions views mainly:,Relative to the parent or other views,Only in one vertical line,Only according to database rows,Without any layout rules,A,1,Medium,Understand,CO2,"preloaded,mobile-application-development,unit-2,paper-set-a,relative-layout"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Button,Which control is typically used when the user needs to trigger an action by tapping?,Button,SeekBar,Text Field only,RadioGroup only,A,1,Easy,Remember,CO2,"preloaded,mobile-application-development,unit-2,paper-set-a,button"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Checkbox,Which control is suitable when multiple independent choices may be selected?,Checkbox,Radio Button,SeekBar,ToggleButton only for text entry,A,1,Easy,Remember,CO2,"preloaded,mobile-application-development,unit-2,paper-set-a,checkbox"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Application Context,"In Android application components, an Activity provides a Context that is commonly used to:",Access application resources and system services,Replace the operating system kernel,Compile XML into Java manually,Create physical devices,A,1,Medium,Understand,CO2,"preloaded,mobile-application-development,unit-2,paper-set-b,application-context"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Receiving Intents,Which component is commonly used to receive broadcast intents?,BroadcastReceiver,RecyclerView Adapter,SQLite Cursor only,AVD Manager,A,1,Easy,Remember,CO2,"preloaded,mobile-application-development,unit-2,paper-set-b,receiving-intents"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Android Manifest,What is a major purpose of AndroidManifest.xml?,"To declare application components, permissions and related configuration",To store only Java source code,To hold screenshots only,To replace all layouts,A,1,Medium,Understand,CO2,"preloaded,mobile-application-development,unit-2,paper-set-b,android-manifest"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Intent Filter,"If an Activity should respond to a particular implicit action, which manifest element is commonly used?",Intent Filter,SeekBar,SharedPreferences,LayoutManager,A,1,Medium,Understand,CO2,"preloaded,mobile-application-development,unit-2,paper-set-b,intent-filter"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Permissions,Which situation most clearly requires an Android permission?,Accessing a protected device capability,Changing a local variable name,Adding a comment in code,Choosing a button color,A,1,Medium,Understand,CO2,"preloaded,mobile-application-development,unit-2,paper-set-b,permissions"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,2,User Experience,Text Field,Which Android input control is used for entering text?,Text Field / EditText,SeekBar,Checkbox,Radio Button,A,1,Easy,Remember,CO2,"preloaded,mobile-application-development,unit-2,paper-set-b,text-field"
